,Issuer Name,Security Id,Security Name,Industry,Sector Name,Industry,Igroup Name,Sector,,Index
,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Oil Exploration & Production,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,,
,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Oil Equipment & Services,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,,
,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,,
,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Refineries & Marketing,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,,
,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Plastic Products - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,,
,Raymond Limited,RAYMOND,RAYMOND LTD.,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,,
,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Rubber,Industrials,Capital Goods,Industrial Products,Rubber,,
,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Rain Industries Limited,RAIN,Rain Industries Ltd,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,,
,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,,
,RSWM Limited,RSWM,RSWM LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,,
,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,"Rama Paper Mills Limited,",RAMAPPR-B,RAMA PAPER MILLS LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,,
,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Integrated Power Utilities,Utilities,Power,Power,Integrated Power Utilities,,
,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Integrated Power Utilities,Utilities,Power,Power,Integrated Power Utilities,,
,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,,
,Supreme Petrochem Ltd.,SPLPETRO,SUPREME PETROCHEM LTD.,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,,
,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Compressors- Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",,
,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,ACC Ltd,ACC,ACC LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Thermax Ltd.,THERMAX,THERMAX LTD.,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,,
,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Tour- Travel Related Services,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",,
,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Plastic Products - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,,
,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,UTL Industries Limited,UTLINDS,UTL Industries Limited,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Trading - Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,,
,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,,
,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,,
,Kore Foods Limited,KORE,Kore Foods Ltd,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,,
,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,,
,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,,
,BLACK BOX LIMITED,BBOX,Black Box Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Rubber,Industrials,Capital Goods,Industrial Products,Rubber,,
,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Private Sector Bank,Financial Services,Financial Services,Banks,Private Sector Bank,,
,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,,
,SKF India Ltd.,SKFINDIA,SKF India Ltd,Abrasives & Bearings,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,,
,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Commercial Vehicles,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,,
,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Compressors- Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",,
,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,,
,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Holding Company,Financial Services,Financial Services,Finance,Holding Company,,
,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Castings & Forgings,Industrials,Capital Goods,Industrial Products,Castings & Forgings,,
,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Tractors,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors,,
,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,Passenger Cars & Utility Vehicles,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,,
,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Passenger Cars & Utility Vehicles,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,,
,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Premier Limited,PREMIER,PREMIER LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Refineries & Marketing,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,,
,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,,
,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Passenger Cars & Utility Vehicles,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,,
,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,,
,"Great Eastern Shipping Co. Ltd.,",GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Shipping,Services,Services,Transport Services,Shipping,,
,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,,
,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,,
,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,,
,NOCIL Ltd,NOCIL,NOCIL LTD.,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,,
,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,,
,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,,
,EIH Ltd,EIHOTEL,EIH LTD.,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,,
,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,,
,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Lubricants,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,,
,ITC Ltd,ITC,ITC LTD.,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,,
,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,,
,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,,
,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,,
,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Consulting Services,Services,Services,Commercial Services & Supplies,Consulting Services,,
,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,"Rapid Investments Ltd.,",RAPIDIN,RAPID INVESTMENTS LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
